Date: 2018-01-28 13:59:07.881063

---Species concentration bounds--- 
afEst2 : (9.5, 10.5)
Ester : (3800.0, 4200.0)

--- Parameters --- 
afest_km_ester : (1300, 1700)
afest_kcat : (5, 7)


--- Ester Uncertainty Analysis Quartiles ---
Time, Ester High, Ester Low, Ester Mean, 
209.0, 4157.87005026, 3803.52966117, 3980.31380173, 
210.0, 4158.09147539, 3803.92778231, 3980.99434391, 
211.0, 4158.30293404, 3804.61600549, 3981.65138266, 
212.0, 4158.50487209, 3806.13717516, 3982.28571894, 
213.0, 4158.69771569, 3806.9781161, 3982.89812739, 
214.0, 4158.88187215, 3808.08223328, 3983.48935718, 
215.0, 4159.05773076, 3809.15862051, 3984.0601327, 
216.0, 4159.22566351, 3810.19908879, 3984.61115433, 
217.0, 4159.38602591, 3811.20478478, 3985.14309925, 
218.0, 4159.53915767, 3811.8220432, 3985.65662204, 
219.0, 4159.68538337, 3812.09757953, 3986.15235548, 
220.0, 4159.8250132, 3812.36191816, 3986.63091117, 
221.0, 4159.95834347, 3812.6155105, 3987.09288023, 
222.0, 4160.08565734, 3812.85879004, 3987.53883391, 
223.0, 4160.20722531, 3813.09217303, 3987.96932425, 
224.0, 4160.3233058, 3813.31605925, 3988.38488465, 
225.0, 4160.4341457, 3813.53083254, 3988.78603051, 
226.0, 4160.53998088, 3813.73686142, 3989.17325979, 
227.0, 4160.93112827, 3813.93449975, 3989.54705354, 
228.0, 4161.53749089, 3814.12408725, 3989.90787652, 
229.0, 4162.12255754, 3814.30595004, 3990.25617765, 
230.0, 4162.68706019, 3814.48040119, 3990.59239055, 
231.0, 4163.23170675, 3814.64774121, 3990.91693408, 
232.0, 4163.75718177, 3814.80825859, 3991.23021276, 
233.0, 4164.26414718, 3814.96223023, 3991.53261728, 
234.0, 4164.75324298, 3815.10992193, 3991.82452496, 
235.0, 4165.22508782, 3815.25158876, 3992.10630016, 
236.0, 4165.68027975, 3815.38747551, 3992.37829475, 
237.0, 4166.1193968, 3815.51781714, 3992.64084849, 
238.0, 4166.5429976, 3815.64283916, 3992.89428945, 
239.0, 4166.95162203, 3815.76275792, 3993.1389344, 
240.0, 4167.34579175, 3815.87778108, 3993.37508919, 

